Polska,2004-07-18,King,718.08
Polska,2004-07-21,Sowiski,493.00
Polska,2004-07-22,King,2285.00
Polska,2004-07-25,Kowalski,6475.40
Polska,2004-07-30,King,424.00
Polska,2004-08-01,Sowiski,808.00
Polska,2004-08-18,King,5510.59
Polska,2004-08-26,Sowiski,2761.94
Polska,2004-08-27,King,500.00
Polska,2004-09-05,King,696.00
Polska,2004-09-02,Sowiski,814.50
Polska,2004-09-03,Dudek,1446.00
Polska,2004-09-09,Kowalski,372.37
Polska,2004-08-29,Kowalski,1434.00
Polska,2004-09-03,Kowalski,1779.20
Polska,2004-09-11,Kowalski,601.83
Polska,2004-09-10,Sowiski,604.21
Polska,2004-09-10,King,1227.02
Polska,2004-09-15,King,562.60
Polska,2004-09-22,King,4666.94
Polska,2004-09-19,King,1536.80
Polska,2004-09-26,Dudek,3815.25
Polska,2004-09-23,Kowalski,1423.00
Polska,2004-10-16,King,5256.50
Polska,2004-10-30,Dudek,4960.90
Polska,2004-10-14,King,642.00
Polska,2004-10-15,Sowiski,2864.50
Polska,2004-10-20,Sowiski,2545.00
Polska,2004-11-07,Sowiski,595.50
Polska,2004-11-18,Dudek,378.00
Polska,2004-11-05,Sowiski,180.40
Polska,2004-10-29,Kowalski,4451.70
Polska,2004-10-27,Kowalski,2205.75
Polska,2004-10-31,Kowalski,923.87
Polska,2004-11-14,Kowalski,484.25
Polska,2004-11-14,King,1890.50
Polska,2004-11-21,Sowiski,536.40
Polska,2004-11-21,Dudek,997.00
Polska,2004-11-24,Sowiski,736.00
Polska,2004-11-27,Dudek,4529.80
Polska,2004-11-26,Sowiski,1912.85
Polska,2004-11-24,Dudek,1590.56
Polska,2004-11-27,Sowiski,55.20
Polska,2004-12-15,Sowiski,3082.00
Polska,2004-12-08,Kowalski,507.00
Polska,2004-12-08,Sowiski,2286.00
Polska,2004-01-02,Dudek,344.00
Polska,2004-12-26,King,228.00
Polska,2005-01-21,King,224.00
Polska,2004-12-22,Dudek,12.50
Polska,2004-12-26,Sowiski,722.50
Polska,2005-01-01,Sowiski,1829.76
Polska,2005-01-02,Sowiski,314.76
Polska,2005-01-05,King,420.00
Polska,2005-01-05,Dudek,1553.50
Polska,2005-01-07,Sowiski,2278.40
Polska,2005-01-07,King,140.00
Polska,2005-01-12,Kowalski,1692.80
Polska,2005-01-12,King,833.00
Polska,2005-01-16,Sowiski,237.90
Polska,2005-01-13,Kowalski,2826.00
Polska,2005-02-06,Sowiski,730.00
Polska,2005-02-04,Dudek,932.00
Polska,2005-01-23,Dudek,1764.00
Polska,2005-01-23,Sowiski,906.93
Polska,2005-01-21,King,4705.50
Polska,2005-01-23,Dudek,1064.50
Polska,2005-01-29,Kowalski,4581.00
Polska,2005-01-29,King,931.50
Polska,2005-01-30,Dudek,967.82
Polska,2005-02-02,Kowalski,2603.00
Polska,2005-02-03,Dudek,625.00
Polska,2005-02-12,Kowalski,1096.20
Polska,2005-02-11,Sowiski,98.40
Polska,2005-02-23,King,1920.60
Polska,2005-02-09,Kowalski,1630.00
Polska,2005-02-13,Kowalski,160.00
Polska,2005-02-10,Dudek,1979.23
Polska,2005-02-09,Kowalski,2058.46
Polska,2005-02-11,Kowalski,310.00
Polska,2005-02-12,King,917.00
Polska,2005-02-18,King,1500.00
Polska,2005-02-18,Sowiski,1209.00
Polska,2005-02-23,Dudek,11380.00
Polska,2005-02-18,King,860.10
Polska,2005-02-19,King,368.93
Polska,2005-02-20,Dudek,5502.11
Polska,2005-02-27,King,750.50
Polska,2005-02-26,Kowalski,122.40
Polska,2005-03-06,Dudek,342.00
Polska,2005-02-27,Sowiski,108.50
Polska,2005-03-02,Sowiski,537.50
Polska,2005-03-05,Kowalski,742.50
Polska,2005-03-13,King,748.80
Polska,2005-03-12,Sowiski,1174.75
Polska,2005-03-16,Sowiski,920.60
Polska,2005-03-13,King,644.80
Polska,2005-03-20,King,4011.75
Polska,2005-03-18,Dudek,560.00
Polska,2005-03-13,Sowiski,1025.33
Polska,2005-04-07,Dudek,458.74
Polska,2005-03-25,Dudek,4441.25
Polska,2005-03-20,Kowalski,1659.53
Polska,2005-03-20,Sowiski,677.00
Polska,2005-03-27,King,781.00
Polska,2005-03-23,Sowiski,131.75
Polska,2005-03-26,Dudek,57.80
Polska,2005-03-30,Sowiski,848.00
Polska,2005-04-24,Dudek,224.00
Polska,2005-03-27,Sowiski,291.55
Polska,2005-04-23,Dudek,1303.19
Polska,2005-04-10,King,4895.44
Polska,2005-04-10,Sowiski,1197.95
Polska,2005-04-13,Dudek,491.50
Polska,2005-04-20,Dudek,6750.00
Polska,2005-04-24,Sowiski,270.00
Polska,2005-04-27,King,12615.05
Polska,2005-04-24,Sowiski,2393.50
Polska,2005-04-23,King,3232.80
Polska,2005-04-27,King,60.00
Polska,2005-04-29,Kowalski,210.00
Polska,2005-05-01,King,817.87
Polska,2005-04-30,King,525.00
